Sentence;Ironic;Quotes;Exclamation;Question;Multiple brackets;Interjections;Markers;Mistakes;P&N;P near N;Max vec dist;Max vec sg dist;Weird markers
Больше Магу мы не видели, девушка приезжала сама:);0;0;0;0;0;0;0;0;0;0;0.1316732225441571;0.4452649354934692;0
А через несколько секунд, прощально улыбнувшись выпучившему глаза дождевому червю, я отключился.;1;0;0;0;0;0;0;2;1;1;0.1134024361851839;0.4900954961776733;0
P.S. И на закуску — один из артов пин-ап календаря, который получат все поддержавшие проект на $69 или больше.;0;0;0;0;0;0;0;1;0;0;0.1368065891415127;0.5371601581573486;0
Карнавальные шествия деловито передвигались от поселения к поселению, где вырезались, в основном – мужчины.;1;0;0;0;0;0;0;0;0;0;0.1455990163591453;0.6593865156173706;0
Расплодившиеся, доступные малотоннажные суда, кустарные подводные лодки и легкомоторные самолеты позволили наладить бесперебойные поставки наркоты и подготовленных, безбашенных, одноразовых киллеров (наемников) в близлежащие страны, получая взамен оружие для народных гуляний.;1;0;0;0;0;0;0;0;1;0;0.276059172793845;0.6541156768798828;0
- Увы, натурой не могу, - вздыхаю, отдавая заранее заготовленную сумму, - некогда: дома очень ждут, когда я эту покупку принесу!;1;0;1;0;0;0;0;2;0;0;0.1695939316302008;0.6384706497192383;0
Папа римский, тот еще Мойдодыр, как выяснилось, решил лично бороться за гигиену, и помыл ласты одиннадцати беженцам и одной не особо грязной, но видимо очень наглой, итальянке.;1;0;0;0;0;0;0;0;1;0;0.1478540288421646;0.5658717155456543;0
- Ещё раз сходите.;0;0;0;0;0;0;0;0;0;0;0.054943569901978;0.3069775700569153;0
Такого единения я еще не видел.;1;0;0;0;0;0;0;0;0;0;0.0982169323488711;0.3700227737426758;0
Поэтому следующей стадией была просто голодовка, длилась она до вечера и была блаполучно завершена супом рассольником и половиной батона.;1;0;0;0;0;0;0;2;0;0;0.2552407450828124;0.577966570854187;0
Достаточно ли ты храбр, что бы видеть это?;0;0;0;1;0;1;1;0;0;0;0.0;0.0;0
Шагнув в подъезд, я чуть не помер на вдохе.;1;0;0;0;0;0;0;0;1;0;0.0739399466369016;0.4049001336097717;0
У человека-летучей мыши обнаружен Covid-19;1;0;0;0;0;0;0;0;0;0;-2.220446049250313e-16;0.0;0
Вчера ходил за хлебом – до сих пор стоит, хлопая глазами.;1;0;0;0;0;0;0;0;0;0;0.118469406677768;0.526066780090332;0
Вместо князя Оболенского, убивавшего генерала Милорадовича повесили господина Каховского, который по скудоумию тоже подписался на ликвидацию сатрапа… ;0;0;0;0;0;0;0;0;0;0;0.10855918166093;0.5474321842193604;0
В СМИ  радостно сообщили - идет набор новых водителей мусоровозов (28-30 т.р.) и грузчиков ( 18-20 т.р.).;0;0;0;0;0;0;0;0;0;0;0.2997428941184745;0.6502134799957275;0
Нужно срочно провести исследования и доказать причинную связь между подростковым насилием, коррупцией, бытовыми убийствами, отсутствием дорог и употреблением нашими гражданами борща!!!;1;0;3;0;0;0;0;0;1;0;0.1612931172791927;0.7031682729721069;0
Ведь это дико неудобно.;1;0;0;0;0;0;0;0;0;0;0.0;0.0;0
Вучич от Трампа услышал, что Сербия перенесет посольство в Иерусалим и всем видом такой «Что?!», полез смотреть на последнюю страницу договора, посмотрел укоризненно на свою делегацию и прикрыл лицо в шоке.;0;0;1;1;0;0;0;0;0;0;0.2106742313879929;0.6556015014648438;0
Приезжают в поместье, полное гусар-фрименов, где танцуют вальс.;0;0;0;0;0;0;0;0;0;0;0.0739454383617381;0.4899904131889343;0
Таким образом, прекрасная Америка настоящего становится самым ярким и желанным ориентиром для прекрасной России будущего.;1;0;0;0;0;0;0;0;0;0;0.1296769304646936;0.5620904564857483;0
За старушку переживаю, куда ж она теперь стетоскоп присобачит.;1;0;0;0;0;0;0;0;0;0;0.0369221657135726;0.4981562495231628;0
Возмущению моему не было предела и я насупившись уставился в окно, где уже мелькала станция Домодедово…;1;0;0;0;0;0;0;1;0;0;0.1797705830932273;0.6030513048171997;0
Американские инструктора обучали неграмотных советских солдат урокам мастерства, много опыта им передали смелые украинские солдаты.;1;0;0;0;0;0;0;0;1;1;0.1324592089044198;0.6469051837921143;0
пригорюнюсь;0;0;0;0;0;0;0;0;0;0;0.0;1.1920928955078125e-07;0
"А вдруг его угнали или пилоту плохо, а не дай бог в ""Бермудский треугольник"" попал или разбился(";1;0;0;0;0;0;0;0;1;0;0.1271267486111067;0.5691007971763611;0
.....вы е@анулись?!;0;0;1;1;0;0;0;0;0;0;0.0407830576424843;0.0;0
Мировые санкции подкосили экономику РФ и даже те деньги, которые изымаются у пенсионеров и у детей сирот больше не могут позволить российской военщине проводить ковровые бомбардировки невинных сирийских повстанцев и беременных женщин.;1;0;0;0;0;0;0;0;1;1;0.3841104903476255;0.6806657910346985;0
Гомельоблдорстрой - Строительство и ремонт дорог!!!;0;0;3;0;0;0;0;0;0;0;0.0527814266158694;0.4562973976135254;0
Каждый вечер они с мужем пьют игристое вино, смотрят Тинто Брасса и целуются, пока Бальтазар, кряхтя, сам высаживается на пресловутый горшок, а потом идет в детскую читать себе сказку на ночь.;1;0;0;0;0;0;0;1;1;0;0.3227584911547186;0.624359130859375;0
